Video_ID	Majority_Voting	Label	Target_Victimg	Componentg	Duration
BV1f8411b7Xz	Normal	['Normal', 'Normal']	[]	[]	[]
BV1em4y1B7bQ	Normal	['Normal', 'Normal']	[]	[]	[]
BV1FN41167Ei	Normal	['Normal', 'Normal']	[]	[]	[]
BV1nM411s72F	Offensive	['Offensive', 'Offensive']	[]	['Vision component', 'Metadata']	[(0, 12)]
BV1vQ4y1J7ZL	Offensive	['Offensive', 'Hateful', 'Offensive']	['Woman']	['Audio', 'Metadata']	[(0, 12)]
BV1NG411d7A6	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman']	['Vision component', 'Transcript', 'Metadata']	[(7, 21)]
BV1Hv41147NT	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV16v4y1j7xk	Normal	['Hateful', 'Normal', 'Normal']	['Woman', 'children']	['Metadata']	[]
BV1YW4y127gs	Normal	['Normal', 'Normal']	[]	[]	[]
BV11P411x729	Normal	['Normal', 'Normal']	[]	[]	[]
BV1YA411r78E	Offensive	['Offensive', 'Offensive']	['Woman']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 24)]
BV1By4y1N74T	Offensive	['Offensive', 'Normal', 'Offensive']	[]	['Vision component', 'Transcript', 'Metadata']	[(0, 22)]
BV13M411D7Yq	Normal	['Normal', 'Normal']	[]	[]	[]
BV1od4y1J7DX	Normal	['Normal', 'Normal']	[]	[]	[]
BV1NM41137FM	Normal	['Offensive', 'Normal', 'Normal']	['Man']	['Audio', 'Vision component', 'Metadata']	[(0, 32)]
BV1oT4y1b7fT	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript', 'Metadata']	[(0, 41)]
BV18v4y187td	Hateful	['Hateful', 'Hateful']	['Man', 'Taiwanese']	['Vision component', 'Transcript', 'Metadata']	[(0, 12)]
BV1Mi4y1u7WX	Normal	['Offensive', 'Normal', 'Normal']	['Woman']	['Metadata']	[]
BV1YQ4y1C7gV	Hateful	['Hateful', 'Hateful']	['Man', 'LGBTQ']	['Vision component', 'Transcript', 'Metadata']	[(0, 29)]
BV1Uh411p7nE	Normal	['Normal', 'Normal']	[]	[]	[]
BV1sQ4y1f7vn	Normal	['Normal', 'Normal']	[]	[]	[]
BV1zu41117e3	Offensive	['Offensive', 'Normal', 'Offensive']	['Woman']	['Audio', 'Vision component', 'Metadata']	[(0, 46)]
BV1fp4y1M7HW	Normal	['Offensive', 'Normal', 'Normal']	['Woman']	['Vision component', 'Metadata']	[(0, 36)]
BV1Lf4y1f7a3	Normal	['Normal', 'Normal']	[]	[]	[]
BV1ka4y1m7Ti	Normal	['Normal', 'Normal']	[]	[]	[]
BV1VC4y1H73M	Offensive	['Offensive', 'Hateful', 'Offensive']	['Woman']	['Audio', 'Metadata']	[(0, 13)]
BV1Rw411T76e	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman', 'Man']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 14)]
BV1aP411k7xv	Offensive	['Offensive', 'Hateful', 'Offensive']	[]	['Audio', 'Transcript', 'Metadata']	[(0, 21)]
BV1xZ4y117VY	Normal	['Normal', 'Normal']	[]	[]	[]
BV1FY411u7Je	Normal	['Offensive', 'Normal', 'Normal']	[]	['Vision component', 'Metadata']	[]
BV1ru411X7TR	Hateful	['Hateful', 'Offensive', 'Hateful']	['Regional discrimination', 'Man']	['Transcript', 'Metadata']	[(16, 40)]
BV1yq4y1D7mz	Normal	['Normal', 'Normal']	[]	[]	[]
BV1se411H7hJ	Offensive	['Offensive', 'Offensive']	[]	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 20)]
BV11N411v7pX	Normal	['Normal', 'Normal']	[]	[]	[]
BV19T411379q	Normal	['Normal', 'Normal']	[]	[]	[]
BV19m4y1b7UC	Offensive	['Offensive', 'Offensive']	['Man']	['Transcript', 'Metadata']	[(15, 41)]
BV1KK411x79L	Normal	['Normal', 'Normal']	[]	[]	[]
BV1664y1p7E9	Normal	['Normal', 'Normal']	[]	[]	[]
BV1AT411t7wB	Offensive	['Offensive', 'Normal', 'Offensive']	['Woman', 'Man']	['Audio', 'Vision component', 'Transcript']	[(30, 44)]
BV1EC4y1S7Ht	Offensive	['Offensive', 'Offensive']	['Brother']	['Audio', 'Vision component', 'Transcript']	[(0, 22)]
BV1Hg41147vd	Offensive	['Offensive', 'Offensive']	['Woman']	['Vision component', 'Transcript', 'Metadata']	[(0, 57)]
BV14K411t7QQ	Normal	['Normal', 'Normal']	[]	[]	[]
BV1oi4y1H7JK	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman', 'Man']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 11)]
BV1Dg411v7Uu	Offensive	['Offensive', 'Offensive']	['Woman']	['Audio', 'Vision component', 'Metadata']	[(0, 57)]
BV1g8411Z791	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Rs411u7EH	Normal	['Normal', 'Normal']	[]	[]	[]
BV1H94y1C7U7	Normal	['Normal', 'Normal']	[]	[]	[]
BV1rq4y177j1	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Ab4y1u7Kf	Offensive	['Offensive', 'Normal', 'Offensive']	['Woman']	['Vision component', 'Metadata']	[(0, 14)]
BV1Yt411T7Fr	Offensive	['Offensive', 'Hateful', 'Offensive']	['Woman']	['Transcript', 'Metadata']	[(0, 22)]
BV1ec411i7DD	Normal	['Normal', 'Normal']	[]	[]	[]
BV1184y1Y7he	Normal	['Normal', 'Normal']	[]	[]	[]
BV1584y137h6	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Ug411K7Ps	Normal	['Normal', 'Normal']	[]	[]	[]
BV1jp4y1m7sE	Offensive	['Normal', 'Offensive', 'Offensive']	[]	['Audio', 'Metadata']	[(6, 13)]
BV1jT4y1j7P6	Hateful	['Counter Narrative', 'Hateful', 'Hateful']	['Man', 'LGBTQ']	['Audio', 'Vision component', 'Metadata']	[(0, 12)]
BV1gc411m7cN	Normal	['Normal', 'Normal']	[]	[]	[]
BV18N4y1x7xS	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Nb4y1N7fJ	Normal	['Normal', 'Normal']	[]	[]	[]
BV1fb4y197W1	Normal	['Normal', 'Normal']	[]	[]	[]
BV1FY4y1F78G	Hateful	['Hateful', 'Offensive', 'Hateful']	['Certain celebrity', 'Ikun', 'ikun']	['Audio', 'Vision component', 'Metadata']	[(0, 31)]
BV1ap4y1j7uk	Hateful	['Normal', 'Offensive', 'Hateful', 'Hateful']	['Woman']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 29)]
BV1BL4y1e744	Hateful	['Offensive', 'Hateful', 'Hateful']	['LGBTQ']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 48)]
BV1SM41117HN	Offensive	['Normal', 'Offensive', 'Offensive']	['LGBTQ']	['Audio', 'Transcript', 'Metadata']	[(6, 50)]
BV1914y1L7pm	Normal	['Normal', 'Normal']	[]	[]	[]
BV1524y167te	Offensive	['Offensive', 'Normal', 'Offensive']	['Animals', 'animal']	['Audio', 'Vision component', 'Metadata']	[(0, 12)]
BV18D4y1s7kM	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman', 'Man']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 57)]
BV1yK421C7j2	Normal	['Normal', 'Normal']	[]	[]	[]
BV1iW411V7pN	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV1Cg4y1174P	Hateful	['Hateful', 'Hateful']	['Man', 'Israelis']	['Vision component', 'Transcript', 'Metadata']	[(0, 13)]
BV1o3411z7U6	Normal	['Offensive', 'Normal', 'Normal']	['Woman']	['Audio', 'Vision component']	[(23, 27)]
BV1rh411y7gS	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman', 'Man']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 16)]
BV12V411N7ti	Hateful	['Hateful', 'Hateful']	['Japanese', 'Man']	['Vision component', 'Transcript', 'Metadata']	[(0, 31)]
BV17a4y1o75B	Normal	['Normal', 'Normal']	[]	[]	[]
BV1sP41167zR	Offensive	['Offensive', 'Offensive']	['Woman']	['Audio', 'Transcript']	[(0, 17)]
BV1AT411y7ER	Normal	['Normal', 'Normal']	[]	[]	[]
BV1tG411r7bD	Offensive	['Offensive', 'Normal', 'Offensive']	['Man']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 30)]
BV1nQ4y1A7Dy	Offensive	['Offensive', 'Offensive']	[]	['Vision component', 'Transcript', 'Metadata']	[(0, 18)]
BV1ic411t7aJ	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Qj411a7wg	Normal	['Normal', 'Normal']	[]	[]	[]
BV1qV4y1F7cQ	Offensive	['Counter Narrative', 'Offensive', 'Offensive']	[]	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(14, 15)]
BV17C4y127hS	Normal	['Offensive', 'Normal', 'Normal']	['Woman', 'Man']	['Metadata']	[]
BV1yA4y197TA	Normal	['Offensive', 'Normal', 'Normal']	['Man']	['Audio', 'Vision component', 'Metadata']	[(0, 41)]
BV19K4y1U7s8	Normal	['Normal', 'Normal']	[]	[]	[]
BV1LW4y1J7eY	Hateful	['Hateful', 'Hateful']	['Parent']	['Metadata']	[]
BV1We411D7sc	Normal	['Normal', 'Normal']	[]	[]	[]
BV1mG411W753	Normal	['Normal', 'Normal']	[]	[]	[]
BV16M4y1c7eo	Normal	['Normal', 'Normal']	[]	[]	[]
BV1wj411h7ZN	Hateful	['Counter Narrative', 'Hateful', 'Hateful']	['Woman']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 42)]
BV1dR4y1F78e	Normal	['Normal', 'Normal']	[]	[]	[]
BV1dm4y1r7Yn	Normal	['Normal', 'Normal']	[]	[]	[]
BV14x4y1X7FG	Normal	['Normal', 'Normal']	[]	[]	[]
BV1GK4y137t4	Normal	['Normal', 'Normal']	[]	[]	[]
BV1B94y1F7uj	Normal	['Offensive', 'Normal', 'Normal']	['Man']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(3, 8)]
BV1hB4y1t7Au	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Um4y1G7Dy	Normal	['Normal', 'Normal']	[]	[]	[]
BV1tP4y1b7NN	Normal	['Normal', 'Normal']	[]	[]	[]
BV1qv4y1v7uo	Normal	['Normal', 'Normal']	[]	[]	[]
BV1eT4y1r73n	Normal	['Normal', 'Normal']	[]	[]	[]
BV1US4y1k7tq	Offensive	['Offensive', 'Offensive']	['Woman']	['Vision component', 'Metadata']	[(0, 10)]
BV1Md4y1f7dn	Offensive	['Offensive', 'Offensive']	[]	['Audio', 'Vision component', 'Metadata']	[(0, 36)]
BV1mQ4y1r7GD	Normal	['Normal', 'Normal']	[]	[]	[]
BV19e4y1R7TS	Offensive	['Offensive', 'Hateful', 'Offensive']	['Man', 'LGBTQ']	['Vision component', 'Transcript', 'Metadata']	[(0, 15)]
BV1mp4y1E7QP	Normal	['Normal', 'Normal']	[]	[]	[]
BV1zp4y137hW	Offensive	['Offensive', 'Offensive']	[]	['Metadata']	[]
BV11K4y1R733	Offensive	['Hateful', 'Offensive', 'Offensive']	['Woman', 'Man']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 56)]
BV17T411x7jK	Hateful	['Hateful', 'Hateful']	['Man', 'Taiwanese']	['Vision component', 'Transcript', 'Metadata']	[(0, 12)]
BV1ca4y1e7ud	Offensive	['Normal', 'Offensive', 'Offensive']	['Woman']	['Vision component', 'Transcript']	[(0, 56)]
BV1VR4y117b7	Normal	['Hateful', 'Normal', 'Normal']	['Woman']	['Vision component']	[(38, 52)]
BV16o4y1X7BL	Normal	['Normal', 'Normal']	[]	[]	[]
BV1VG411o7NR	Hateful	['Hateful', 'Hateful']	['Japanese', 'Man']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 16)]
BV1Jp4y1R7Au	Normal	['Normal', 'Normal']	[]	[]	[]
BV1v94y1u7nj	Normal	['Normal', 'Normal']	[]	[]	[]
BV17a411q7Ei	Normal	['Normal', 'Normal']	[]	[]	[]
BV1t2421w7n9	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV1xi4y1a7b4	Normal	['Normal', 'Normal']	[]	[]	[]
BV1FG411j7YT	Normal	['Hateful', 'Normal', 'Normal']	['LGBTQ']	['Metadata']	[]
BV1D44y1t7sc	Normal	['Normal', 'Normal']	[]	[]	[]
BV11T411x7HG	Offensive	['Offensive', 'Offensive']	['Woman']	['Metadata']	[]
BV1pv4y1a71S	Normal	['Normal', 'Normal']	[]	[]	[]
BV1zh4y127bM	Offensive	['Offensive', 'Offensive']	[]	['Metadata']	[]
BV1aw411y75E	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Cz4y1g7qg	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Xc411U7pj	Normal	['Normal', 'Normal']	[]	[]	[]
BV1pc411y7qs	Normal	['Normal', 'Normal']	[]	[]	[]
BV13K4y1x7bQ	Offensive	['Offensive', 'Offensive']	['Indian', 'China', 'Territory', 'Middle East', 'Bangladesh']	['Vision component', 'Metadata']	[(0, 42)]
BV1PQ4y1u7nD	Normal	['Normal', 'Normal']	[]	[]	[]
BV16W4y1b7r3	Hateful	['Offensive', 'Hateful', 'Hateful']	['Man', 'LGBTQ']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 22)]
BV1Hh4y1A7DT	Normal	['Normal', 'Normal']	[]	[]	[]
BV19F411d7WV	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman']	['Vision component', 'Metadata']	[(0, 41)]
BV18s4y1N7WZ	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Jm4y1G7fx	Normal	['Normal', 'Normal']	[]	[]	[]
BV1sJ4m147qj	Normal	['Normal', 'Normal']	[]	[]	[]
BV1go4y1J7MX	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman']	['Vision component', 'Metadata']	[(0, 16)]
BV1vo4y1b71W	Hateful	['Hateful', 'Hateful']	['Man', 'American']	['Vision component', 'Transcript', 'Metadata']	[(0, 12)]
BV1tC4y187C9	Normal	['Normal', 'Normal']	[]	[]	[]
BV1cb411Q7c7	Normal	['Normal', 'Normal']	[]	[]	[]
BV1q54y1u73X	Offensive	['Offensive', 'Hateful', 'Offensive']	['Man']	['Vision component', 'Transcript', 'Metadata']	[(0, 10)]
BV1bg4y1Z7ht	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Yo4y1A7G2	Normal	['Normal', 'Normal']	[]	[]	[]
BV1MN411Z7Ra	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Cc411w7vA	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV1zc411r7ft	Normal	['Normal', 'Normal']	[]	[]	[]
BV1GB4y16758	Offensive	['Normal', 'Offensive', 'Offensive']	['Man', 'LGBTQ']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 28)]
BV1C84y1J7LA	Hateful	['Offensive', 'Hateful', 'Hateful']	['Man', 'LGBTQ']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 21)]
BV1ug411W74C	Hateful	['Counter Narrative', 'Hateful', 'Hateful']	['American']	['Vision component', 'Transcript', 'Metadata']	[(0, 18)]
BV1XV4y1e7SK	Offensive	['Offensive', 'Offensive']	[]	['Metadata']	[]
BV1ig4y1A7uq	Normal	['Offensive', 'Normal', 'Normal']	['LGBTQ']	['Metadata']	[]
BV11o4y187gX	Normal	['Normal', 'Normal']	[]	[]	[]
BV1ca4y157Pi	Normal	['Normal', 'Normal']	[]	[]	[]
BV1PK4y1B7BF	Offensive	['Offensive', 'Hateful', 'Offensive']	['Woman']	['Metadata']	[]
BV1Ro4y1q7Jo	Normal	['Offensive', 'Normal', 'Normal']	['Woman']	['Metadata']	[]
BV1J3411B7Ag	Normal	['Normal', 'Normal']	[]	[]	[]
BV1U54y1U7Ho	Offensive	['Offensive', 'Hateful', 'Offensive']	['Police', 'Woman']	['Vision component', 'Transcript', 'Metadata']	[(0, 28)]
BV1b84y197NJ	Normal	['Normal', 'Normal']	[]	[]	[]
BV1964y1J7pE	Offensive	['Offensive', 'Offensive']	['Woman', 'LGBTQ']	['Metadata']	[]
BV1je411p7vQ	Normal	['Offensive', 'Normal', 'Normal']	['Woman']	['Audio', 'Vision component']	[(0, 24)]
BV1fg4y1x7Xt	Normal	['Normal', 'Normal']	[]	[]	[]
BV1tf4y1U77w	Normal	['Offensive', 'Normal', 'Normal']	[]	['Metadata']	[]
BV1ss411f7Vx	Offensive	['Offensive', 'Hateful', 'Offensive']	['Woman']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 20)]
BV1zm41197YD	Normal	['Normal', 'Normal']	[]	[]	[]
BV1gT4y1Y7WY	Hateful	['Hateful', 'Offensive', 'Hateful']	['LGBTQ']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 31)]
BV1RW4y1A7i6	Normal	['Normal', 'Normal']	[]	[]	[]
BV1rV4y167VC	Hateful	['Hateful', 'Hateful']	['Woman', 'Taiwanese']	['Vision component', 'Transcript', 'Metadata']	[(0, 12)]
BV17341127LR	Hateful	['Offensive', 'Hateful', 'Hateful']	['Man', 'LGBTQ']	['Audio', 'Transcript', 'Metadata']	[(0, 12)]
BV1Fi42117Sj	Hateful	['Hateful', 'Normal', 'Offensive', 'Hateful']	['Woman']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 29)]
BV1sr4y1A7x7	Normal	['Normal', 'Normal']	[]	[]	[]
BV1EN411E7Dy	Offensive	['Offensive', 'Hateful', 'Offensive']	['Man', 'LGBTQ']	['Vision component', 'Metadata']	[(0, 23)]
BV1At411a71T	Normal	['Normal', 'Normal']	[]	[]	[]
BV1i34y1n7VT	Normal	['Normal', 'Normal']	[]	[]	[]
BV1jh4y1E7yZ	Normal	['Normal', 'Normal']	[]	[]	[]
BV1aj411a7N8	Normal	['Normal', 'Normal']	[]	[]	[]
BV1de41127of	Offensive	['Offensive', 'Normal', 'Offensive']	['Man']	['Vision component', 'Metadata']	[(0, 15)]
BV1oq4y1X7bV	Normal	['Hateful', 'Normal', 'Normal']	['Woman']	['Metadata']	[]
BV1zT4y1b7d7	Hateful	['Offensive', 'Normal', 'Hateful', 'Hateful']	['Woman']	['Audio', 'Transcript']	[(0, 52)]
BV1Xa4y1u7Bq	Offensive	['Offensive', 'Offensive']	['Woman']	['Metadata']	[]
BV1JX4y1L7v8	Normal	['Normal', 'Normal']	[]	[]	[]
BV1y8411o7Gc	Offensive	['Offensive', 'Offensive']	['Woman', 'Cheater']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 45)]
BV1HA411d7mr	Offensive	['Counter Narrative', 'Offensive', 'Offensive']	['Man']	['Vision component', 'Transcript', 'Metadata']	[(0, 54)]
BV1Js4y1z7fR	Normal	['Normal', 'Normal']	[]	[]	[]
BV1po4y1o7Fk	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV1Gj411s7Cb	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Wd4y1C7Nk	Normal	['Normal', 'Normal']	[]	[]	[]
BV1sH4y1m7S2	Normal	['Normal', 'Normal']	[]	[]	[]
BV1yW4y1Z76C	Normal	['Normal', 'Normal']	[]	[]	[]
BV17N4y1q7qc	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV12v411g72s	Normal	['Normal', 'Normal']	[]	[]	[]
BV18u411N7Le	Normal	['Offensive', 'Normal', 'Normal']	['classmates']	['Metadata']	[]
BV1XV4y1D75H	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Uz4y1q7XQ	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV13C4y197kf	Normal	['Normal', 'Normal']	[]	[]	[]
BV1h64y1p7AY	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Tz4y1c7Vg	Normal	['Normal', 'Normal']	[]	[]	[]
BV1js4y1m7Xq	Normal	['Offensive', 'Normal', 'Normal']	[]	['Vision component']	[(0, 27)]
BV1Xc411y7rj	Normal	['Offensive', 'Normal', 'Normal']	['Man', 'LGBTQ']	['Vision component']	[(0, 35)]
BV1bw411V79d	Offensive	['Offensive', 'Offensive']	['Man']	['Vision component']	[(3, 5), (16, 21)]
BV1T44y1R7fk	Offensive	['Offensive', 'Offensive']	['Woman']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 33)]
BV14x4y187MJ	Normal	['Offensive', 'Normal', 'Normal']	['Woman']	['Metadata']	[]
BV1bv411P7xG	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV16p4y1f7fi	Offensive	['Offensive', 'Offensive']	['Woman']	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 10)]
BV1754y1T79z	Normal	['Normal', 'Normal']	[]	[]	[]
BV1nZ4y1973E	Normal	['Normal', 'Normal']	[]	[]	[]
BV1TA411t7FJ	Normal	['Normal', 'Normal']	[]	[]	[]
BV1vR4y1177h	Normal	['Normal', 'Normal']	[]	[]	[]
BV1qF411Z7Lj	Hateful	['Hateful', 'Offensive', 'Hateful']	['Woman', None]	['Audio', 'Vision component', 'Transcript', 'Metadata']	[(0, 24)]
BV17i4y1s7w6	Normal	['Normal', 'Normal']	[]	[]	[]
BV1gh411Z7U8	Hateful	['Normal', 'Hateful', 'Hateful']	['Man', 'LGBTQ']	['Vision component', 'Metadata']	[(0, 26)]
BV1PV411N7VV	Normal	['Normal', 'Normal']	[]	[]	[]
BV1JV4y157qo	Normal	['Normal', 'Normal']	[]	[]	[]
BV18a4y127o3	Normal	['Normal', 'Normal']	[]	[]	[]
BV1yy4y1j7Qm	Normal	['Normal', 'Normal']	[]	[]	[]
BV1qy4y1A78g	Normal	['Normal', 'Normal']	[]	[]	[]
BV1rk4y1X7wX	Hateful	['Counter Narrative', 'Hateful', 'Hateful']	['Man']	['Vision component', 'Transcript', 'Metadata']	[(0, 48)]
BV133411Y7Ed	Normal	['Normal', 'Normal']	[]	[]	[]
BV1sM4y1b7Jo	Offensive	['Offensive', 'Normal', 'Offensive']	['Man', 'LGBTQ']	['Vision component', 'Metadata']	[(0, 20)]
BV1KS4y147N8	Normal	['Normal', 'Normal']	[]	[]	[]
BV1CC4y1Y76y	Normal	['Normal', 'Normal']	[]	[]	[]
BV1pB4y1y7xu	Normal	['Normal', 'Normal']	[]	[]	[]
BV1rY4y1U7ZU	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Gu411A7py	Normal	['Normal', 'Normal']	[]	[]	[]
BV1wJ411U73M	Normal	['Normal', 'Normal']	[]	[]	[]
BV1TP411173t	Normal	['Normal', 'Normal']	[]	[]	[]
BV1Ua4y1z7qi	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
BV1PS4y1Q7gX	Normal	['Normal', 'Normal']	[]	[]	[]
